Year,Month,Day,Hour,Minute,Temperature,RelativeHumidity,Precipitation,Sunlight,Wind
2017,12,26,8,0,45.99,68,0,0,16.65
2017,8,8,14,0,62.85,92,0.6,0,6.3
2017,12,21,8,0,38.28,87,0,0,2.55
2017,12,16,7,0,37.6,88,0.3,0,9.98
2018,3,24,13,0,52.45,37,0,60,10.33
2018,2,14,14,0,40.3,58,0,60,2.55
2017,10,5,23,0,55.27,84,1.4,0,11.64
2017,12,15,14,0,43.32,66,0.1,60,17.43
2017,12,18,11,0,38.25,93,0.2,0,16.37
2017,9,17,23,0,51.58,84,0.5,0,9.14
2018,3,23,17,0,51.37,52,0,50.43,5.03
2017,11,25,1,0,53.31,82,0,0,3.49
2018,1,1,6,0,45.25,74,0,0,17.8
2017,4,17,14,0,54.01,60,0.6,0,18.36
2018,3,15,18,0,51.01,70,0,0,7.19
2018,1,28,11,0,40.87,79,0,30.64,2.55
2018,1,31,16,0,55.24,55,0,0,12.97
2015,5,1,12,0,46.58,93,2.2,0,5.28
2018,3,16,18,0,53.35,58,0,60,4.03
2014,7,30,13,0,67.69,84,1.5,0,11.42
2018,2,10,6,0,33.31,91,0,0,17.73
2017,11,13,11,0,40.84,79,0.2,0,12.92
2017,11,13,9,0,38.86,82,0,0,11.67
2018,1,3,11,0,52.81,70,0.7,0,35.81
2018,2,13,21,0,30.99,61,0,0,7.16
2017,12,22,6,0,42.82,90,0,0,2.8
2017,4,15,20,0,55.42,75,0.5,0,11.93
2016,5,12,20,0,56.05,86,2.3,0,12.74
2018,1,3,14,0,43.36,79,1.7,0,25.51
2017,8,9,0,0,62.64,83,0.4,0,5.91
2018,2,13,17,0,40.55,43,0,60,9.75
2018,3,6,20,0,47.41,78,0,0,9.71
2016,9,4,21,0,61.23,86,4.4,0,10.52
2017,11,9,1,0,42.84,86,0.1,0,4.08
2018,2,11,17,0,41.43,79,0.2,0,15.01
2017,12,21,4,0,37.02,92,0,0,1.84
2017,12,23,9,0,39.61,89,0,0,3.69
2017,10,25,3,0,53.83,86,0,0,4.61
2017,12,31,6,0,48.61,76,0,0,17.01
2018,2,7,6,0,33.46,85,0,0,12.82
2017,9,19,14,0,55.71,65,0.4,33.19,9.2
2013,2,2,6,0,41.86,81,1.4,0,14.59
2017,12,12,5,0,33.69,78,0,0,26.89
2017,11,11,16,0,51.75,70,0.4,0,21.74
2018,2,3,18,0,39.09,59,0,48.51,10.42
2018,1,11,14,0,46.6,72,0,0,2.94
2018,3,24,20,0,51.96,45,0,48.55,3.23
2018,2,13,15,0,39.92,44,0,60,10.8
2018,2,14,21,0,34.88,56,0,0,7.13
2018,2,4,1,0,32.79,76,0,0,4.05
2018,2,22,5,0,30.92,69,0,0,7.92
2018,1,22,8,0,49.08,84,0,0,20.39
2018,1,1,1,0,50.9,68,0,0,17.82
2018,3,27,10,0,45.21,73,0,22.98,0.22
2017,6,29,17,0,57.25,79,0.9,0,17.11
2017,12,31,3,0,50.11,80,0,0,18.82
2017,4,19,16,0,43.52,55,0.3,0,15.16
2017,4,4,11,0,55.29,76,0.2,0,5.27
2017,3,22,3,0,42.37,94,0.3,0,4.08
2017,12,8,23,0,33.82,88,0.2,0,27.91
2018,3,15,9,0,39.65,66,0,0,13.73
2017,11,28,19,0,40.64,81,0.6,0,12.77
2017,12,9,2,0,29.71,89,0,0,18.2
2017,11,8,12,0,43.45,79,0.4,0,11
2018,2,27,5,0,17.4,64,0,0,10.31
2017,10,3,6,0,63.73,79,0.4,0,11.43
2016,4,24,23,0,38.84,89,1.8,0,8.25
2017,12,23,4,0,39.97,88,0,0,3.61
2018,1,19,12,0,40.48,71,0.3,0,16.11
2018,1,13,23,0,31.91,94,0,0,5.22
2018,3,6,11,0,49.44,79,0,0,9.27
2018,1,13,19,0,39.42,76,0,0,8.21
2017,10,21,12,0,71.71,49,0,40.85,5.61
2017,4,25,12,0,53.51,82,0.5,0,7.38
2018,3,23,18,0,51.12,53,0,59.36,4.84
2018,1,23,21,0,45.23,69,0,0,5.11
2018,3,1,6,0,28.09,53,0,0,8.3
2016,6,11,9,0,63.45,79,3.9,0,4.94
2017,8,12,7,0,57.22,79,0.4,0,6.19
2017,12,24,12,0,40.17,88,0,0,4.7
2017,11,22,18,0,55.6,61,0,48.99,5.41
2017,10,3,3,0,63.7,79,0.2,0,9.08
2018,2,8,11,0,33.08,78,0,42.13,4
2017,6,27,6,0,65.84,79,0.9,27.53,3
2017,8,10,1,0,63.27,73,0.6,0,9.42
2018,3,2,8,0,28.31,79,0,0,13.66
2018,2,24,21,0,30.69,67,0,0,14.53
2017,12,22,2,0,42.35,90,0.3,0,3.01
2017,10,23,10,0,49.32,78,0.2,0,13.65
2017,12,31,19,0,49.03,54,0,0,7.81
2018,3,9,19,0,59.2,50,0,24.87,7.41
2018,1,18,19,0,47.68,76,0,0,22.61
2016,1,7,16,0,46.87,80,2.2,0,12.24
2017,11,20,23,0,46.89,63,0,0,8.36
2017,5,12,10,0,63.61,58,0.3,60,11.77
2018,4,1,21,0,43.93,67,0,0,6.95
2014,12,1,11,0,33.53,93,5.6,0,11.39
2017,12,10,0,0,31.3,67,0,0,14.36
2018,2,18,14,0,42.87,56,0,58.72,7.61
2017,11,30,8,0,33.91,89,1.1,0,17.45
2018,1,26,10,0,43.36,91,0.5,0,5.5
2018,2,11,8,0,35.11,66,0,0,6.24
2017,11,28,12,0,42.66,76,0.7,0,20.6
2018,2,22,15,0,36.99,57,0,0,18.96
2018,2,7,7,0,33.62,85,0,0,12.32
2018,3,30,10,0,47.64,61,0,17.23,14.92
2018,2,11,22,0,39.2,85,0,0,7.88
2017,12,17,2,0,33.49,84,0.1,0,12.91
2018,1,23,6,0,41.88,92,0,0,7.4
2016,2,7,13,0,42.66,93,2.1,0,3.83
2017,12,18,23,0,36,94,0,0,4.48
2018,1,17,0,0,42.91,79,0.3,0,24.24
2017,12,17,23,0,32.05,86,0,0,5.39
2018,2,28,19,0,28.17,55,0,3.74,17.98
2017,6,6,12,0,62.19,68,0.1,0,13.21
2017,9,6,11,0,67.95,67,1,26.17,13.65
2018,3,3,6,0,31.89,80,0,0,12.11
2017,12,16,14,0,39.97,79,0.2,0,9.98
2017,4,3,19,0,60.48,63,0.2,15.96,2.42
2012,8,25,1,0,65.79,97,2.5,0,3.91
2018,1,12,2,0,41.04,95,0,0,1.91
2017,10,22,20,0,48.33,74,0,0,13.87
2018,1,8,22,0,44.08,84,0,0,7.39
2012,12,27,13,0,45.66,76,1.8,0,20.12
2017,7,1,23,0,59.18,75,0.3,0,8.7
2017,6,27,3,0,67.46,76,0.4,0,3.61
2018,1,13,8,0,33.76,90,0,0,8.8
2017,10,31,11,0,40.89,69,0,60,1.43
2017,10,28,7,0,47.1,78,0,0,3.12
2017,3,9,10,0,49.08,85,2.2,0,13.29
2018,4,2,11,0,53.47,42,0,44.68,10.86
2017,7,25,12,0,60.66,71,0.6,0,14.55
2018,1,22,19,0,46.6,95,1.2,0,8.32
2017,2,28,11,0,50.34,70,0.4,0,6.02
2012,10,10,10,0,52.43,94,2.2,0,3.5
2014,11,9,23,0,50.13,88,2.7,0,3.16
2018,1,5,16,0,55.99,69,0.1,0,13.21
2017,11,21,0,0,47.46,67,0,0,7.62
2016,5,13,0,0,54.93,83,2.5,0,15.64
2018,2,5,20,0,43.16,55,0,0,4.48
2017,12,9,8,0,29.08,89,0,0,19.62
2018,1,30,13,0,51.22,74,0,0,6.44
2017,2,1,3,0,47.12,96,0.7,0,2.11
2017,8,10,12,0,60.67,63,0.1,43.4,5.44
2018,1,13,6,0,34.45,90,0,0,4.97
2017,10,26,0,0,59.76,79,0,0,3.5
2018,3,26,15,0,54.16,47,0,12.13,7.22
2017,4,28,4,0,41.23,81,0.3,0,7.98
2017,12,7,16,0,44.71,71,0,60,2.03
2017,11,16,20,0,41.31,56,0,0,1.12
2018,2,14,19,0,40.28,56,0,51.95,6
2017,8,10,11,0,58.48,70,0.4,0,5.66
2017,12,15,0,0,42.76,78,0.9,0,21.79
2014,2,15,12,0,51.96,62,1.4,0,13.83
2017,12,4,19,0,38.35,85,0,0,16.78
2018,1,20,10,0,38.39,75,0,0,16.43
2018,2,6,4,0,33.91,75,0,0,9.02
2017,11,5,1,0,57.36,68,0.4,0,3.12
2018,2,16,8,0,40.24,97,0,0,11.61
2018,2,4,13,0,40.91,56,0,28.09,5.11
2018,1,25,7,0,43.97,63,0,0,4.93
2017,10,22,6,0,48.22,76,0,0,8.82
2018,1,19,8,0,39.6,81,0,0,14.87
2012,6,25,6,0,61.48,88,2.3,0,14.4
2017,11,12,4,0,52.45,86,1.7,0,17.62
2018,1,27,20,0,47.62,81,0,0,1.12
2017,7,21,15,0,81.99,52,0.5,30,1.5
2017,4,27,14,0,45.01,74,0.1,0,9.13
2017,12,9,23,0,30.67,59,0,0,11.99
2018,3,29,2,0,41.74,83,0,0,7.16
2013,1,11,5,0,41.76,89,1.4,0,9.78
2018,1,30,16,0,51.66,67,0,0,2.53
2018,1,31,5,0,40.51,85,0,0,4.25
2017,12,4,3,0,34.45,72,0,0,11.46
2015,11,20,18,0,57.61,80,1.9,0,29.64
2017,6,4,10,0,58.69,83,0.8,0,15.66
2018,3,19,4,0,30.6,65,0,0,17.63
2017,11,6,3,0,40.73,85,0,0,9.77
2018,3,17,0,0,44.28,78,0,0,4
2017,12,1,3,0,31.06,83,0,0,8.63
2017,6,29,12,0,69.3,49,0.1,15.96,9.7
2016,4,18,16,0,46.67,85,2,0,12.7
2017,11,15,4,0,33.51,79,0,0,1.12
2018,1,21,12,0,40.01,74,0,1.91,6.64
2018,4,2,7,0,31.08,94,0,32.46,8.01
2018,1,23,17,0,48.04,67,0,55.21,9.27
2018,3,6,4,0,46,75,0,0,2.2
2018,3,22,18,0,42.69,67,0.1,0,11.33
2013,10,5,5,0,63.37,98,2,0,2.55
2017,3,5,18,0,43.97,71,0.7,0,25.47
2017,12,24,23,0,37.76,92,0,0,0.22
2017,11,6,13,0,43.41,76,0,0,14.11
2012,6,20,7,0,64.53,95,1.7,0,1
2017,11,18,9,0,40.78,86,0,3.21,0.45
2018,2,26,23,0,20.61,55,0,0,11.96
2018,2,22,12,0,35.29,56,0,0,19.82
2018,2,23,18,0,36.07,61,0,46.6,16.68
2018,2,1,6,0,41.23,79,0,0,20.89
2018,2,28,20,0,26.71,59,0,0,16.58
2017,8,1,23,0,75.33,83,1.3,0,1.8
2013,10,12,9,0,42.71,84,1.6,0,7.61
2016,4,5,23,0,53.28,97,1.8,0,2.06
2018,2,3,3,0,33.35,84,0,0,5.54
2017,11,12,3,0,52.86,86,1.4,0,17.25
2018,2,10,7,0,33.75,84,0,0,16.93
2017,10,27,7,0,57.31,79,0,0,9.17
2014,1,2,6,0,45.63,75,1.7,0,12.47
2017,11,5,0,0,57.34,70,0,0,3.67
2018,3,11,23,0,44.65,94,0,0,5.56
2014,7,8,8,0,56.48,84,1.5,0,15.94
2017,2,8,13,0,41.16,86,0.1,0,8.07
2018,1,20,15,0,41.52,62,0,0,19.78
2015,10,15,9,0,38.03,92,1.6,0,9.44
2013,5,31,17,0,55.31,85,2.5,0,16.55
2018,3,10,12,0,50.88,81,0.4,0,10.94
2018,2,17,20,0,34.02,92,0.9,0,11.71
2017,11,4,11,0,57.06,70,0,44.68,3.61
2017,4,2,18,0,60.78,64,0.1,53.62,5.53
2017,11,11,0,0,46.47,87,0,0,13.65
2018,3,17,12,0,47.44,71,0,0,5.27
2013,11,10,17,0,43.97,71,1.4,0,18.83
2015,2,21,14,0,39.34,87,1.6,0,9.27
2017,4,15,14,0,56.8,67,0.3,0,11.86
2018,1,19,17,0,41.88,76,0.2,0,10.38
2018,2,15,0,0,32.61,61,0,0,8.75
2018,3,13,20,0,48.09,73,0.1,0,14.93
2017,12,2,11,0,31.48,80,0,60,3.5
2018,1,28,8,0,36.36,82,0,0,3.58
2017,8,11,15,0,61.11,73,1.3,0,9.75
2018,3,9,21,0,54.79,51,0,0,7.73
2018,3,21,15,0,42.94,27,0,60,17.06
2017,8,31,9,0,65.66,88,0.3,0,3.42
2018,1,26,2,0,45.45,79,0,0,4.78
2017,6,28,21,0,61.43,82,0.2,0,8.5
2015,10,28,22,0,55.54,93,2.6,0,10.61
2017,7,24,23,0,59,78,1.5,0,10.05
2017,2,7,15,0,45.14,70,0.5,0,2.83
2012,3,18,18,0,45.57,92,1.9,0,7.07
2017,10,27,14,0,58.03,68,0,0,10.97
2017,12,27,7,0,38.3,76,0,0,12.21
2015,10,4,2,0,56.21,96,2.3,0,0.32
2017,11,17,6,0,37.85,53,0,0,2.38
2017,12,11,10,0,42.06,88,0.3,0,17.85
2018,3,24,1,0,41.36,75,0,0,5.52
2017,8,10,16,0,58.5,81,0.8,0,2.69
2017,12,22,9,0,42.48,91,0.3,0,3.54
2017,12,6,10,0,31.89,90,0,0,3.41
2017,5,8,0,0,52.21,92,0.7,0,11.47
2018,2,10,17,0,41,58,0,19.79,11.41
2018,3,9,9,0,45.68,65,0,3.19,0.92
2018,3,2,11,0,32.2,74,0.3,0,8.4
2012,12,15,8,0,40.86,94,1.7,0,5.03
2017,12,20,17,0,41.02,79,0,0,3.72
2017,11,15,3,0,33.93,77,0,0,3.59
2013,11,20,3,0,41.34,92,1.4,0,8.29
2017,4,15,19,0,56.8,70,0.1,0,11.69
2016,5,12,15,0,60.17,79,1.5,0,13.51
2018,1,7,4,0,42.57,72,0,0,7.36
2017,11,21,18,0,55.35,61,0,47.5,5.41
2017,12,4,15,0,40.87,70,0,0,21.09
2017,12,24,0,0,40.24,96,0,0,5.2
2017,12,28,20,0,30.36,76,0,0,15.51
2018,1,8,20,0,43.88,89,0,0,1.57
2018,3,22,14,0,46.47,38,0,16.6,7.7
2017,11,5,12,0,46.24,89,1.1,0,8.28
2018,1,10,7,0,41.32,66,0,0,6.89
2015,11,20,23,0,46.08,94,2.4,0,16.84
2018,1,22,23,0,46.72,87,0,0,12.38
2017,12,4,8,0,34.48,80,0,0,12.06
2017,11,3,9,0,52.5,74,0,0,2
2018,3,6,3,0,46.13,76,0,0,2.42
2017,7,2,7,0,55.74,85,0.2,0,8.8
2018,2,27,2,0,18.84,59,0,0,11.11
2016,1,11,5,0,43.41,93,1.7,0,2.46
2018,2,21,9,0,29.44,83,0,60,1.12
2017,12,26,22,0,39.69,76,0,0,7.16
2017,12,3,8,0,25,85,0,0,0.71
2018,3,24,4,0,33.51,70,0,0,7.11
2018,2,14,10,0,31.51,71,0,60,4.89
2017,6,3,14,0,76.71,56,0.1,25.53,2.53
2018,2,2,6,0,32.09,93,0,0,5.61
2018,1,1,14,0,49.06,56,0,53.62,16.15
2018,1,24,20,0,49.82,50,0,0,7.69
2017,7,25,16,0,62.46,71,0.6,21.06,15.92
2014,11,10,4,0,47.44,96,2.1,0,5.1
2018,3,23,21,0,46.47,63,0,0,2.91
2017,10,30,13,0,48.36,60,0,60,5.15
2017,12,1,12,0,33.91,69,0,58.09,4.72
2017,11,10,12,0,46.15,63,0,0,9.24
2018,3,30,6,0,41.04,77,0,0,10.69
2018,1,9,12,0,46.87,80,0,0,8.21
2018,4,1,19,0,47.93,56,0,0,14.57
2018,2,11,15,0,43.23,76,0.2,0,15.9
2018,4,2,0,0,36.32,83,0,0,5.19
2012,11,4,17,0,60.22,81,1.6,0,11.14
2017,11,15,7,0,33.31,78,0,0,2.61
2017,11,22,5,0,41.72,76,0,0,5.05
2018,2,20,22,0,33.35,71,0,0,6.49
2017,11,18,5,0,40.39,83,0,0,1.3
2018,1,4,19,0,53.91,81,0.8,0,23.51
2017,10,26,9,0,54.09,82,0,57.32,3.18
2017,10,31,12,0,43.97,65,0,60,1.7
2018,4,2,3,0,38.68,83,0,0,5.2
2012,10,27,14,0,33.39,94,1.4,0,21.28
2018,1,7,19,0,46.26,88,0,0,4.11
2017,12,31,5,0,49.1,77,0,0,17.92
2017,12,13,1,0,33.39,79,0,0,5.85
2017,10,31,6,0,34.7,83,0,0,1.92
2017,3,9,17,0,52.07,82,1,0,15.21
2017,6,12,11,0,79.09,67,0.8,16.6,9.75
2017,12,18,19,0,36.88,91,0,0,10.35
2013,6,1,8,0,52.65,90,2.2,0,9.61
2017,11,11,15,0,51.3,69,0.3,0,21.81
2012,6,7,22,0,65.62,80,3.8,0,11.68
2017,6,26,21,0,80.11,59,0.5,53.3,3.39
2018,3,2,12,0,33.62,74,2,0,5.82
2017,10,8,7,0,53.04,70,0.4,0,9.98
2014,12,17,17,0,43.75,85,2.3,0,8.55
2017,12,21,17,0,43.18,80,0.1,0,7.62
2017,12,31,0,0,52.9,80,0,0,23.49
2017,11,20,13,0,46.47,58,0,0,8.73
2018,3,1,14,0,33.44,77,0.1,0,13.1
2017,2,24,9,0,40.62,80,0.3,0,13.66
2017,11,10,20,0,47.7,70,0,0,11.31
2017,1,14,15,0,33.03,94,0.2,0,17.01
2017,9,10,6,0,54.03,89,0.2,0,1.91
2017,11,24,5,0,52.61,61,0,0,12.72
2017,12,3,6,0,25.03,84,0,0,2.5
2017,10,31,23,0,44.89,65,0,0,2.47
2016,1,9,4,0,46.27,94,1.7,0,0.89
2017,12,8,21,0,34.03,87,0,0,18.14
2018,3,6,1,0,46.69,77,0,0,2
2017,12,15,13,0,43.7,65,0.1,49.79,17.33
2018,1,26,21,0,43.77,94,0.2,0,11.46
2018,1,12,9,0,38.71,96,0,0,2.11
2016,4,16,1,0,53.29,90,1.5,0,6.14
2018,3,1,17,0,35.67,80,0.1,0,13.42
2017,11,2,19,0,59.61,58,0,0,7.16
2017,11,8,14,0,47.62,65,0,0,7.4
2017,6,2,10,0,70.79,70,0.1,60,2.11
2017,3,21,22,0,44.74,92,1.2,0,12.16
2017,12,14,10,0,41.29,80,0,60,16.85
2018,3,4,21,0,50.68,60,0,0,7.92
2018,3,30,0,0,42.4,74,0,0,5.03
2012,7,1,15,0,61.75,94,1.6,0,11.41
2018,3,20,16,0,43,37,0,60,16.99
2017,6,28,17,0,72.1,53,0.1,0,6.83
2018,3,4,23,0,49.68,65,0.1,0,15.01
2017,10,24,14,0,61.41,60,0,35.74,2.38
2017,11,21,2,0,48.31,69,0,0,8.25
2017,12,21,9,0,38.46,87,0,0,2.69
2018,1,8,1,0,42.26,96,0,0,1.41
2017,6,27,14,0,79.48,48,0.3,0,1.57
2018,1,1,8,0,43.07,75,0,0,15.95
2017,11,8,4,0,43.43,86,1.3,0,8.28
2017,1,31,10,0,45.82,91,0.5,0,4.34
2018,2,25,14,0,31.26,37,0,60,16.23
2017,11,14,6,0,33.89,95,0,0,2.25
2017,10,25,9,0,52.23,85,0,20.43,3
2018,2,1,10,0,37.72,81,0,0,9.2
2017,12,8,5,0,44.58,75,0.1,0,27.55
2014,11,10,0,0,49.24,92,1.5,0,2.03
2013,7,3,9,0,62.62,74,2.3,0,9.75
2017,12,23,17,0,45.41,84,0,60,0.45
2018,3,16,12,0,48.85,71,0,0,9.4
2014,7,8,10,0,56.59,82,1.6,0,12.25
2018,3,21,8,0,25.25,89,0,0,7.65
2017,11,2,20,0,58.98,60,0,0,5.15
2012,12,7,23,0,35.49,92,2.2,0,30.49
2018,1,15,16,0,50.29,51,0,0,12.4
2017,7,23,10,0,67.26,73,0.1,0,7.62
2012,9,25,23,0,55.69,96,1.7,0,1.92
2017,11,20,0,0,35.46,95,0,0,6.49
2017,5,5,0,0,50.13,90,0.2,0,1.36
2018,1,18,11,0,43.11,72,0.2,0,39.1
2017,8,24,19,0,82.99,46,0.7,0,5.24
2017,12,15,19,0,39.54,69,0,0,10.48
2018,3,4,14,0,54.23,52,0,17.23,10.91
2017,12,26,5,0,46.11,60,0,0,15.68
2012,9,25,22,0,56.41,96,1.5,0,4.91
2017,2,3,6,0,47.97,75,2.4,0,3.41
2017,12,10,16,0,45.01,78,1,0,38.41
2017,10,22,18,0,51.17,66,0,0,17.46
2017,11,26,19,0,39.16,77,0.1,0,13.91
2016,9,18,12,0,55.87,92,1.5,0,8.51
2018,1,27,0,0,42.73,96,0,0,8.61
2017,12,27,2,0,39.74,75,0,0,11.42
2017,11,19,22,0,36.3,97,0,0,6.62
2012,11,4,19,0,55.58,94,1.5,0,11.23
2018,3,23,6,0,38.35,89,0,0,5.6
2017,11,13,13,0,42.44,73,0.2,51.06,16.01
2017,11,24,13,0,60.13,54,0,0,23.06
2017,12,12,12,0,39.78,62,0,0,13.56
2017,12,15,8,0,37.85,72,0,0,14.57
2018,1,31,0,0,43.29,85,0,0,5.1
2017,1,15,15,0,35.74,65,0.1,0,10.31
2018,1,14,21,0,36.3,75,0,0,5.38
2017,10,30,12,0,46.69,67,0,24.89,4.48
2018,3,19,6,0,28.98,64,0,0,18.66
2018,1,7,1,0,43.23,74,0,0,5.72
2018,2,21,8,0,28.78,86,0,36.04,1.36
2017,11,7,4,0,35.24,94,0,0,4.32
2017,9,16,18,0,52.68,79,0.2,0,7.11
2017,11,1,14,0,57.83,47,0,58.09,3.59
2017,11,11,4,0,44.53,84,0.4,0,6.41
2018,1,1,18,0,46.54,49,0,0,21.09
2017,8,18,17,0,78.57,56,0.4,6.38,16.51
2017,12,29,18,0,35.83,54,0,0,16.57
2017,7,26,7,0,57.52,83,0.1,0,11.41
2015,1,26,20,0,35.15,90,1.4,0,13.53
2017,12,5,11,0,39.85,79,0,60,8.07
2018,3,25,3,0,42.8,65,0,0,2.61
2013,6,1,7,0,52.83,90,1.6,0,9.72
2018,2,5,9,0,32.31,93,0,0,2.68
2018,4,1,13,0,45.68,64,0,19.79,20.6
2013,6,1,9,0,52.75,88,1.9,0,10.6
2014,1,5,6,0,44.65,88,1.6,0,15.05
2017,11,22,21,0,48.36,54,0,0,6.3
2017,10,29,1,0,50.52,63,0,0,15.63
2017,12,13,5,0,32.79,72,0,0,5.03
2017,12,8,19,0,34.7,87,0,0,17.25
2017,10,26,10,0,55.92,80,0,58.09,2.83
2017,11,18,7,0,40.28,86,0,0,0
2017,5,12,9,0,61.45,64,0.2,59.36,10.05
2017,8,13,13,0,70.48,63,0.2,22.98,5.42
2018,3,13,11,0,45.55,67,0,0,23.83
2018,1,18,21,0,47.84,79,0,0,24.35
2017,5,19,13,0,49.66,82,0.3,0,18.17
2017,8,18,20,0,65.98,80,1.3,0,9.4
2017,11,15,11,0,36.82,71,0,60,0.71
2018,3,1,9,0,25.86,78,0.6,0,19.48
2017,12,28,18,0,32.99,79,0,46.8,17.65
2017,12,9,10,0,30.04,86,0,59.36,18.57
2017,11,28,2,0,42.4,65,0,0,16.27
2018,2,20,23,0,31.53,77,0,0,4.5
2016,1,4,3,0,43.21,75,2.1,0,17.43
2018,2,24,13,0,37.08,57,0,60,16.23
2017,10,25,17,0,70.05,56,0,55.79,1.41
2017,5,8,1,0,51.89,93,0.7,0,8.77
2018,3,11,18,0,53.46,73,0,0,12.35
2017,11,13,21,0,39.2,85,0,0,7.5
2017,11,10,10,0,41.86,75,0,0,7.52
2018,3,25,15,0,55.72,47,0,53.62,5.77
2017,12,31,22,0,50.74,51,0,0,8.74
2017,12,5,8,0,37.09,96,0,0,9.7
2018,2,9,23,0,36.19,74,0,0,4.93
2018,2,22,2,0,31.33,71,0,0,6.96
2017,12,13,19,0,38.73,66,0.1,0,26.35
2017,12,12,20,0,33.73,82,0,0,5.87
2017,7,14,15,0,67.46,69,0.2,53.62,12.95
2018,3,5,6,0,45.64,78,0,0,2.91
2017,12,31,7,0,48.06,74,0,0,16.07
2017,11,20,22,0,46.35,55,0,0,8.36
2017,2,6,0,0,37.56,92,1.9,0,4.91
2017,1,11,20,0,42.33,81,0.1,0,25.38
2017,2,24,21,0,39.49,87,0.1,0,5.73
2018,3,5,4,0,46.38,73,0.3,0,1.12
2018,2,19,12,0,36.57,66,0,40.21,3.83
2018,1,20,19,0,45.64,72,0.3,0,24.76
2018,3,11,8,0,46.09,67,0,0,11.32
2018,2,20,20,0,37.62,65,0,0,7.86
2018,3,14,21,0,48.09,71,0,0,7.71
2018,3,12,14,0,56.08,53,0.3,22.34,18.18
2018,2,27,10,0,19.87,59,0,39.57,10.61
2013,1,10,20,0,41.23,82,1.5,0,8.83
2017,11,18,0,0,41.86,81,0,0,0.92
2018,2,8,2,0,35.08,89,0,0,1.14
2018,3,18,0,0,39.81,91,1.3,0,8.91
2015,5,1,19,0,58.77,84,2.4,0,17.12
2018,3,24,18,0,54.39,41,0,60,4.7
2014,10,8,9,0,62.42,82,1.5,0,8.63
2017,11,24,4,0,52.05,66,0,0,11.79
2018,1,29,9,0,38.68,89,0,1,5.2
2017,11,12,1,0,52.93,85,1.5,0,17.85
2018,3,19,19,0,45.01,50,0,0,6.45
2018,3,14,7,0,42.17,90,0,0,4.76
2017,11,11,8,0,42.82,82,0,0,9.56
2017,7,31,8,0,68.52,83,0.6,0,2.68
2018,2,20,21,0,35.11,61,0,0,10.68
2016,7,12,16,0,63.43,88,1.6,0,5.63
2018,2,13,7,0,31.69,77,0,0,3.72
2012,12,15,7,0,39.29,95,2.6,0,6.19
2017,11,12,8,0,49.68,84,1.3,0,17.91
2015,9,14,4,0,60.21,88,2.1,0,2.91
2018,2,1,19,0,40.78,63,0,0,11.41
2017,11,8,5,0,43.34,87,1.3,0,8.64
2017,7,27,8,0,63,89,1.1,0,5.87
2017,11,14,1,0,35.38,94,0,0,3.7
2017,12,22,18,0,44.96,86,0,0,6.24
2017,8,10,14,0,56.17,89,2.1,0,4.41
2018,2,9,5,0,32.95,85,0,0,1.8
2016,6,13,10,0,59.58,89,2.1,0,15.16
2017,11,26,4,0,33.1,92,0,0,9.42
2018,3,21,2,0,29.93,80,0,0,6.33
2017,10,23,13,0,52.18,70,0,0,13.69
2017,3,9,11,0,48.97,85,2.1,0,12.69
2017,3,2,0,0,49.59,71,0.1,0,25.38
2018,3,29,10,0,39.56,82,0,0,2.28
2017,12,24,4,0,38.68,95,0,0,3.41
2018,1,11,13,0,45.79,73,0,46.6,2.3
2017,12,10,6,0,33.28,50,0,0,14.55
2017,5,8,2,0,51.49,93,0.6,0,6.52
2018,1,3,19,0,43.5,74,0,0,25.52
2017,12,6,11,0,33.1,85,0,0,2.85
2018,4,1,15,0,49.37,57,0.3,60,19.69
2017,10,30,6,0,38.39,94,0,0,1.79
2018,3,7,15,0,47.89,55,0.1,29.36,14.43
2017,12,17,18,0,34.93,75,0,40.96,7.47
2017,4,27,9,0,42.98,90,0.4,0,4.78
2016,7,31,15,0,69.03,82,1.9,0,8.43
2018,3,1,3,0,26.49,58,0,0,11.58
2017,10,28,21,0,48.78,69,0,0,10.85
2018,3,13,18,0,50.14,65,0.1,0,17.98
2017,1,11,21,0,42.08,83,0.1,0,23.8
2016,5,12,23,0,54.91,83,2.8,0,14.92
2018,3,13,7,0,42.75,72,0,0,17.69
2017,11,14,11,0,36.37,81,0,57.45,1.3
2018,1,11,4,0,42.26,80,0,0,3.8
2017,12,14,4,0,44.73,76,0.2,0,25.12
2017,12,26,4,0,45.27,59,0,0,11.11
2018,2,3,14,0,39.36,62,0,53.62,10.66
2015,6,13,4,0,61.75,87,5.1,0,3.96
2018,2,26,5,0,20.62,59,0,0,9.61
2018,3,17,13,0,50.07,69,0,0,6.33
2017,12,6,1,0,34.72,90,0,0,5.38
2017,6,15,17,0,83.75,47,0.1,53.62,8.85
2017,7,1,18,0,62.87,69,0.4,0,11.86
2018,1,22,13,0,50.31,81,0,0,16.14
2017,11,5,19,0,46.27,75,0,0,9.34
2015,10,6,17,0,60.67,82,5.6,0,12.48
2018,1,4,17,0,54.72,80,0.5,0,25.55
2014,8,26,17,0,67.69,85,2.1,13.4,6.94
2018,1,4,21,0,53.46,82,0.8,0,23.08
2018,3,30,5,0,40.05,86,0,0,8.82
2017,2,8,11,0,39.24,92,0.1,0,7.8
2018,2,3,20,0,35.11,73,0,0,6.62
